"SYSTEMCODENUMBER","NAME","SHORTDESCRIPTION","LONGDESCRIPTION","NORTHING","EASTING","NETWORKPATHREFERENCE","LINKDISTANCE","CREATIONDATE","DELETIONDATE","QUALITYSTATEMENTID","faults","DATASOURCE_TYPEID","TYPEID","LASTUPDATED","TRANSPORTLINKREFERENCE","AIRQUALITY_LASTUPDATED","ISENVCONDITIONENABLED"
"2764",EnviroWatch MOTE,B1318 High Street / A191 Salters,B1318 High Street / A191 Salters' Road,568153,424428,"5000005187277643",,"2017-04-04 10:10:20.046","2024-04-09 18:06:54.506",1,"1900-01-01 00:00:00.000",1805,9,"2023-09-13 11:10:08.753",,"2023-09-13 11:10:08.753",Y
"2765",EnviroWatch MOTE,B1318 High Street / Lansdowne Pl,B1318 High Street / Lansdowne Place,568219,424415,"4000000007761354",,"2017-04-04 10:10:20.110","2024-04-09 18:06:57.930",1,"1900-01-01 00:00:00.000",1805,9,"2023-09-13 11:10:08.753",,"2023-09-13 11:10:08.753",Y
"2766",EnviroWatch MOTE,A191 Salters' Road / B1318 High,A191 Salters' Road / B1318 High Street,568157,424395,"5000005187277651",,"2017-04-04 10:10:20.170","2024-04-09 18:10:30.516",1,"1900-01-01 00:00:00.000",1805,9,"2023-04-02 13:05:19.960",,"2023-04-02 13:05:19.960",Y
"2901",EnviroWatch MOTE,B1318 Great North Road / Regent,B1318 Great North Road / Regent Farm Road,568517,424371,"4000000007761362",,"2017-04-04 10:10:20.220","2024-04-09 18:07:02.006",1,"1900-01-01 00:00:00.000",1805,9,"2022-08-11 14:32:57.866",,"2022-08-11 14:32:57.866",Y
"2902",EnviroWatch MOTE,B1318 Great North Road / Regent,B1318 Great North Road / Regent Centre Interchange (South),568546,424348,"4000000007761372",,"2017-04-04 10:10:20.313","2024-04-09 18:09:04.130",1,"1900-01-01 00:00:00.000",1805,9,"2022-10-11 09:30:48.436",,"2022-10-11 09:30:48.436",Y
"2903",EnviroWatch MOTE,B1318 Great North Road / Regent,B1318 Great North Road / Regent Centre Interchange Bridge,568641,424343,"5000005141269945",,"2017-04-04 10:10:20.360","2024-04-09 18:09:00.553",1,"1900-01-01 00:00:00.000",1805,9,"2022-08-11 14:31:41.883",,"2022-08-11 14:31:41.883",Y
"2904",EnviroWatch MOTE,B1318 Great North Road / Regent,B1318 Great North Road / Regent Centre Interchange Bridge,568642,424362,"5000005141269940",,"2017-04-04 10:10:20.406","2024-04-09 18:10:33.866",1,"1900-01-01 00:00:00.000",1805,9,"2022-09-23 13:30:38.996",,"2022-09-23 13:30:38.996",Y
"2905",EnviroWatch MOTE,Regent Centre Interchange (North,Regent Centre Interchange (North),568692,424308,"4000000008056838",,"2017-04-04 10:10:20.483","2024-04-09 18:09:07.426",1,"1900-01-01 00:00:00.000",1805,9,"2022-09-13 11:50:52.330",,"2022-09-13 11:50:52.330",Y
"2906",EnviroWatch MOTE,B1318 Great North Road / Hollywo,B1318 Great North Road / Hollywood Avenue,568727,424343,"4000000007761365",,"2017-04-04 10:10:20.530","2024-04-09 18:09:10.880",1,"1900-01-01 00:00:00.000",1805,9,"2022-08-27 13:35:03.773",,"2022-08-27 13:35:03.773",Y
"901",EnviroWatch MOTE,A189 St James' Boulevard / A186,A189 St James' Boulevard / A186 Westmorland Road,563808,424223,"5000005192862405",,"2017-04-04 10:10:16.203","2024-04-10 14:20:31.320",1,"1900-01-01 00:00:00.000",1805,9,"2018-10-25 15:21:09.460",,"2018-10-25 15:21:09.460",Y
"902",EnviroWatch MOTE,A186 Westmorland Road / A695 Mar,A186 Westmorland Road / A695 Marlborough Crescent,563818,424275,"4000000007746545",,"2017-04-04 10:10:16.576","2024-04-09 18:12:33.173",1,"1900-01-01 00:00:00.000",1805,9,"2018-07-18 08:55:04.793",,"2018-07-18 08:55:04.793",Y
"903",EnviroWatch MOTE,A186 Westmorland Road / Times Sq,A186 Westmorland Road / Times Square,563816,424357,"4000000007746476",,"2017-04-04 10:10:16.703","2024-04-10 14:20:46.383",1,"1900-01-01 00:00:00.000",1805,9,"2018-10-22 09:55:08.946",,"2018-10-22 09:55:08.946",Y
"904",EnviroWatch MOTE,A186 Neville Street / Clayton St,A186 Neville Street / Clayton Street West,563836,424420,"5000005157645566",,"2017-04-04 10:10:16.750","2024-04-09 18:06:00.676",1,"1900-01-01 00:00:00.000",1805,9,"2018-10-25 15:05:00.856",,"2018-10-25 15:05:00.856",Y
"905",EnviroWatch MOTE,A186 St James Boulevard / A186 W,A186 St James Boulevard / A186 Westmorland Road,563882,424229,"4000000007746359",,"2017-04-04 10:10:16.813","2024-04-09 18:06:05.163",1,"1900-01-01 00:00:00.000",1805,9,"2018-10-25 15:24:07.246",,"2018-10-25 15:24:07.246",Y
"906",EnviroWatch MOTE,A186 Westmorland Road / Clayton,A186 Westmorland Road / Clayton Street West,563837,424380,"5000005157645579",,"2017-04-04 10:10:16.890","2024-04-09 18:06:13.726",1,"1900-01-01 00:00:00.000",1805,9,"2018-10-25 15:08:00.706",,"2018-10-25 15:08:00.706",Y
Temp-AirQuality,EnviroWatch MOTE,Air Quality Location,Air Quality Location,518049,471763,dummy,,"2018-05-29 12:39:03.026","2018-05-29 12:39:29.353",1,"1900-01-01 00:00:00.000",1805,2,,,,Y
